image,image_path,text,bbox,ocr_confidence,rule_hits,top_rule_category,top_rule_match_mode,grammar_issue_count,grammar_matches,llm_verdict,llm_reason,suggestion,priority,score,repeated_count
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,XbotGo Chameleon AI E..,"[620, 1477, 1142, 1518]",0.9375885128974915,[],,,2,"[{'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Bongo'}, {'value': 'BOGO'}], 'offset': 0, 'length': 6, 'context': {'text': 'XbotGo Chameleon AI E..', 'offset': 0, 'length': 6}, 'sentence': 'XbotGo Chameleon AI E..', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}, {'message': 'Two consecutive dots', 'shortMessage': 'Two consecutive dots', 'replacements': [{'value': '.'}, {'value': '…'}], 'offset': 21, 'length': 2, 'context': {'text': 'XbotGo Chameleon AI E..', 'offset': 21, 'length': 2}, 'sentence': 'XbotGo Chameleon AI E..', 'type': {'typeName': 'Other'}, 'rule': {'id': 'DOUBLE_PUNCTUATION', 'description': 'Use of two consecutive dots or commas', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/punctuation-guide/#what-are-periods'}], 'category': {'id': 'PUNCTUATION', 'name': 'Punctuation'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,27,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,XbotGo Chameleon Mo.,"[46, 1892, 561, 1932]",0.9550864100456238,[],,,1,"[{'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Bongo'}, {'value': 'BOGO'}], 'offset': 0, 'length': 6, 'context': {'text': 'XbotGo Chameleon Mo.', 'offset': 0, 'length': 6}, 'sentence': 'XbotGo Chameleon Mo.', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,21,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,XbotGo Tripod Placeme..,"[616, 1886, 1143, 1939]",0.9561132192611694,[],,,3,"[{'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Bongo'}, {'value': 'BOGO'}], 'offset': 0, 'length': 6, 'context': {'text': 'XbotGo Tripod Placeme..', 'offset': 0, 'length': 6}, 'sentence': 'XbotGo Tripod Placeme..', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}, {'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Placemen'}, {'value': 'Place me'}], 'offset': 14, 'length': 7, 'context': {'text': 'XbotGo Tripod Placeme..', 'offset': 14, 'length': 7}, 'sentence': 'XbotGo Tripod Placeme..', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}, {'message': 'Two consecutive dots', 'shortMessage': 'Two consecutive dots', 'replacements': [{'value': '.'}, {'value': '…'}], 'offset': 21, 'length': 2, 'context': {'text': 'XbotGo Tripod Placeme..', 'offset': 21, 'length': 2}, 'sentence': 'XbotGo Tripod Placeme..', 'type': {'typeName': 'Other'}, 'rule': {'id': 'DOUBLE_PUNCTUATION', 'description': 'Use of two consecutive dots or commas', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/punctuation-guide/#what-are-periods'}], 'category': {'id': 'PUNCTUATION', 'name': 'Punctuation'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,37,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,XbotGo Chameleon RC1...,"[45, 2303, 573, 2344]",0.9141907095909119,[],,,1,"[{'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Bongo'}, {'value': 'BOGO'}], 'offset': 0, 'length': 6, 'context': {'text': 'XbotGo Chameleon RC1...', 'offset': 0, 'length': 6}, 'sentence': 'XbotGo Chameleon RC1...', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,21,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,XbotGo Jersey Number..,"[614, 2301, 1133, 2351]",0.9775001406669617,[],,,2,"[{'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'Bongo'}, {'value': 'BOGO'}], 'offset': 0, 'length': 6, 'context': {'text': 'XbotGo Jersey Number..', 'offset': 0, 'length': 6}, 'sentence': 'XbotGo Jersey Number..', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}, {'message': 'Two consecutive dots', 'shortMessage': 'Two consecutive dots', 'replacements': [{'value': '.'}, {'value': '…'}], 'offset': 20, 'length': 2, 'context': {'text': 'XbotGo Jersey Number..', 'offset': 20, 'length': 2}, 'sentence': 'XbotGo Jersey Number..', 'type': {'typeName': 'Other'}, 'rule': {'id': 'DOUBLE_PUNCTUATION', 'description': 'Use of two consecutive dots or commas', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/punctuation-guide/#what-are-periods'}], 'category': {'id': 'PUNCTUATION', 'name': 'Punctuation'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,31,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,Home,"[70, 2502, 170, 2534]",0.9992861747741699,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,Gallery,"[297, 2497, 422, 2540]",0.9995817542076111,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,Create,"[786, 2499, 902, 2536]",0.999126136302948,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-161757.png,screen_shot\阶段12：其他\20260409-161757.png,Account,"[1017, 2503, 1153, 2534]",0.999266505241394,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,16:21,"[118, 68, 320, 124]",0.9772441983222961,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,17,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,Set up real-time monitoring,"[260, 209, 942, 266]",0.9571242332458496,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,17,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,Method 1: Auto device detection,"[45, 401, 829, 450]",0.9819080829620361,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,1. Enable local network in the app,"[89, 584, 788, 640]",0.9800490140914917,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,17,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,settings.Settings > Network,"[92, 653, 659, 700]",0.9530858397483826,[],,,2,"[{'message': 'This sentence does not start with an uppercase letter.', 'shortMessage': 'Capitalization', 'replacements': [{'value': 'Settings'}], 'offset': 0, 'length': 8, 'context': {'text': 'settings.Settings > Network', 'offset': 0, 'length': 8}, 'sentence': 'settings.', 'type': {'typeName': 'Other'}, 'rule': {'id': 'UPPERCASE_SENTENCE_START', 'description': 'Checks that a sentence starts with an uppercase letter', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/spelling-capital-letters/'}], 'category': {'id': 'CASING', 'name': 'Capitalization'}}, 'ignoreForIncompleteSentence': True, 'contextForSureMatch': -1}, {'message': 'Add a space between sentences.', 'shortMessage': '', 'replacements': [{'value': ' Settings'}], 'offset': 9, 'length': 8, 'context': {'text': 'settings.Settings > Network', 'offset': 9, 'length': 8}, 'sentence': 'Settings > Network', 'type': {'typeName': 'Other'}, 'rule': {'id': 'SENTENCE_WHITESPACE', 'description': 'Missing space between sentences', 'issueType': 'whitespace', 'category': {'id': 'TYPOGRAPHY', 'name': 'Typography'}}, 'ignoreForIncompleteSentence': True, 'contextForSureMatch': -1}]",acceptable_but_unnatural,Ollama disabled,,P2,27,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,2. Connect both phones to the same network,"[90, 773, 1041, 821]",0.9805805683135986,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,(Wi-Fi or hotspot) to begin monitoring and,"[93, 826, 992, 888]",0.9608715772628784,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,17,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,remote control.,"[92, 893, 418, 937]",0.9883612394332886,[],,,1,"[{'message': 'This sentence does not start with an uppercase letter.', 'shortMessage': 'Capitalization', 'replacements': [{'value': 'Remote'}], 'offset': 0, 'length': 6, 'context': {'text': 'remote control.', 'offset': 0, 'length': 6}, 'sentence': 'remote control.', 'type': {'typeName': 'Other'}, 'rule': {'id': 'UPPERCASE_SENTENCE_START', 'description': 'Checks that a sentence starts with an uppercase letter', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/spelling-capital-letters/'}], 'category': {'id': 'CASING', 'name': 'Capitalization'}}, 'ignoreForIncompleteSentence': True, 'contextForSureMatch': -1}]",acceptable_but_unnatural,Ollama disabled,,P2,21,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,Same Wi-Fi,"[496, 1308, 709, 1349]",0.9894353747367859,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,Method 2: Use QR Code Scan,"[46, 1505, 742, 1552]",0.9662655591964722,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,1. Connect both phones to the same network.,"[89, 1668, 1036, 1712]",0.9927588105201721,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,2. Enable the monitoring function on the,"[90, 1762, 932, 1807]",0.9809263944625854,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,recording device.,"[93, 1824, 461, 1868]",0.961768627166748,[],,,1,"[{'message': 'This sentence does not start with an uppercase letter.', 'shortMessage': 'Capitalization', 'replacements': [{'value': 'Recording'}], 'offset': 0, 'length': 9, 'context': {'text': 'recording device.', 'offset': 0, 'length': 9}, 'sentence': 'recording device.', 'type': {'typeName': 'Other'}, 'rule': {'id': 'UPPERCASE_SENTENCE_START', 'description': 'Checks that a sentence starts with an uppercase letter', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/spelling-capital-letters/'}], 'category': {'id': 'CASING', 'name': 'Capitalization'}}, 'ignoreForIncompleteSentence': True, 'contextForSureMatch': -1}]",acceptable_but_unnatural,Ollama disabled,,P2,21,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,3. Tap the button in the top-right corner of the,"[90, 1915, 1059, 1965]",0.9518392086029053,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,17,1
20260409-162209.png,screen_shot\阶段12：其他\20260409-162209.png,monitoring screen and scan the Qr code.,"[92, 1975, 968, 2022]",0.9743587970733643,[],,,2,"[{'message': 'This sentence does not start with an uppercase letter.', 'shortMessage': 'Capitalization', 'replacements': [{'value': 'Monitoring'}], 'offset': 0, 'length': 10, 'context': {'text': 'monitoring screen and scan the Qr code.', 'offset': 0, 'length': 10}, 'sentence': 'monitoring screen and scan the Qr code.', 'type': {'typeName': 'Other'}, 'rule': {'id': 'UPPERCASE_SENTENCE_START', 'description': 'Checks that a sentence starts with an uppercase letter', 'issueType': 'typographical', 'urls': [{'value': 'https://languagetool.org/insights/post/spelling-capital-letters/'}], 'category': {'id': 'CASING', 'name': 'Capitalization'}}, 'ignoreForIncompleteSentence': True, 'contextForSureMatch': -1}, {'message': 'Possible spelling mistake found.', 'shortMessage': 'Spelling mistake', 'replacements': [{'value': 'QR'}, {'value': 'Or'}, {'value': 'Dr'}, {'value': 'Mr'}, {'value': 'Jr'}, {'value': 'PR'}, {'value': 'QC'}, {'value': 'QPR'}, {'value': 'RR'}, {'value': 'QP'}, {'value': 'AQR'}, {'value': 'AR'}, {'value': 'Ar'}, {'value': 'BR'}, {'value': 'Br'}, {'value': 'CR'}, {'value': 'Cr'}, {'value': 'DR'}, {'value': 'ER'}, {'value': 'Er'}, {'value': 'FR'}, {'value': 'Fr'}, {'value': 'GR'}, {'value': 'HR'}, {'value': 'IQR'}, {'value': 'IR'}, {'value': 'Ir'}, {'value': 'KR'}, {'value': 'Kr'}, {'value': 'LR'}, {'value': 'MR'}, {'value': 'NR'}, {'value': 'OR'}, {'value': 'PQR'}, {'value': 'Pr'}, {'value': 'Q'}, {'value': 'Q1'}, {'value': 'Q2'}, {'value': 'Q3'}, {'value': 'Q4'}, {'value': 'QA'}, {'value': 'QB'}, {'value': 'QDR'}, {'value': 'QF'}, {'value': 'QG'}, {'value': 'QI'}, {'value': 'QM'}, {'value': 'QRC'}, {'value': 'QRF'}, {'value': 'QRQ'}, {'value': 'QRU'}, {'value': 'QSR'}, {'value': 'Qq'}, {'value': 'R'}, {'value': 'SQR'}, {'value': 'Sr'}, {'value': 'TR'}, {'value': 'UQR'}, {'value': 'VR'}, {'value': 'XR'}, {'value': 'Zr'}, {'value': 'Gr'}, {'value': 'Hr'}, {'value': 'Qt'}, {'value': 'Yr'}], 'offset': 31, 'length': 2, 'context': {'text': 'monitoring screen and scan the Qr code.', 'offset': 31, 'length': 2}, 'sentence': 'monitoring screen and scan the Qr code.', 'type': {'typeName': 'UnknownWord'}, 'rule': {'id': 'MORFOLOGIK_RULE_EN_US', 'description': 'Possible spelling mistake', 'issueType': 'misspelling', 'category': {'id': 'TYPOS', 'name': 'Possible Typo'}}, 'ignoreForIncompleteSentence': False, 'contextForSureMatch': 0}]",acceptable_but_unnatural,Ollama disabled,,P2,27,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,10:38,"[36, 19, 83, 37]",0.9806426167488098,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,18638849476,"[143, 210, 250, 226]",0.9996441006660461,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,No introduction yet,"[127, 239, 265, 258]",0.9630630016326904,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
72165833-715f-469b-b701-e14b9602c2f1.png,screen_shot\阶段12：其他\72165833-715f-469b-b701-e14b9602c2f1.png,日 FAQ,"[23, 312, 103, 334]",0.6005539894104004,[],,,0,[],acceptable_but_unnatural,Ollama disabled,,P2,15,1
